County_Code,Age_Group,Probability,COMMUNITY,UNC,LARGE,SMALL,LT,NH
181,2,0.0008360386758574174,0,0.0,0.00014689837580729478,0.0005242265075807394,0,0.00016491379246938318
183,0,9.492840152466151e-05,0,3.911141459029153e-05,4.726511608613622e-05,8.551870848233748e-06,0,0.0
183,1,0.00016118319793865667,0,6.65287286490349e-05,7.762863447845415e-05,1.7025834811167616e-05,0,0.0
183,2,0.0007032479979952888,0,0.00022594588012612304,0.00024632077148298515,6.606755391679735e-05,0,0.00016491379246938318
185,0,9.594829111267049e-05,0,0.0,0.0,9.594829111267049e-05,0,0.0
185,1,0.00010979775015334342,0,0.0,0.0,0.00010979775015334342,0,0.0
185,2,0.0004076170437971573,0,0.0,0.0,0.0002427032513277741,0,0.00016491379246938318
187,0,0.00020022340046946903,0,0.0,0.00010865839701829078,9.156500345117824e-05,0,0.0
187,1,0.00024298749173155495,0,0.0,0.00012020242988057439,0.00012278506185098057,0,0.0
187,2,0.000643538503165085,0,0.0,0.00021279747372225435,0.00026582723697344754,0,0.00016491379246938318
189,0,5.799648534405565e-05,0,0.0,0.0,5.799648534405565e-05,0,0.0
189,1,0.00010423338180068937,0,0.0,0.0,0.00010423338180068937,0,0.0
189,2,0.0004330421302998926,0,0.0,0.0,0.0002681283378305094,0,0.00016491379246938318
191,0,0.00016268813927823112,0,0.00013484202531063947,2.215296478491955e-05,5.6931491826721025e-06,0,0.0
191,1,0.00023228101315995076,0,0.00019227844868718375,3.0500904417919784e-05,9.501660054847228e-06,0,0.0
191,2,0.000750679673839389,0,0.0004862468512831129,7.206473542092467e-05,2.7454294665968182e-05,0,0.00016491379246938318
193,0,0.0001754933404251704,0,1.7783123062408258e-06,7.667843712264774e-05,9.703659099628182e-05,0,0.0
193,1,0.00021363739455430402,0,2.006000057988066e-06,8.351638301098387e-05,0.0001281150114853321,0,0.0
193,2,0.0006541792858158829,0,4.334795670002668e-06,0.00016861385342147183,0.00031631684425502524,0,0.00016491379246938318
195,0,0.00015495530291636576,0,2.034757927028061e-05,3.691721362109233e-05,9.769051002499281e-05,0,0.0
195,1,0.00022391027717402317,0,2.6747960693630265e-05,4.68578501752815e-05,0.00015030446630511142,0,0.0
195,2,0.000782672478660219,0,6.820651801397559e-05,0.0001116352755977443,0.00043791689257911603,0,0.00016491379246938318
197,0,0.00018069725728905942,0,0.0,0.00013851656894356423,4.21806883454952e-05,0,0.0
197,1,0.0002206133065401565,0,0.0,0.00016113407073161697,5.947923580853952e-05,0,0.0
197,2,0.0006462849819012196,0,0.0,0.0003316558293071479,0.00014971536012468853,0,0.00016491379246938318
199,0,0.00018364349394099037,0,0.0,0.00015942867682771945,2.421481711327093e-05,0,0.0
199,1,0.0002007096970426799,0,0.0,0.00016950236888568432,3.120732815699557e-05,0,0.0
199,2,0.0005489778871240585,0,0.0,0.00031348205241375066,7.058204224092469e-05,0,0.00016491379246938318
